Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
d6827a37d00f3fcdac56e5dd978400e9ec1a7371,"Excluding select from the monkey patching that gevent does to allow select.poll and requests.async in the same project

Fix for issue #487, including a regression test that checks the
existence of select.poll before and after loading requests.async.",5b7a79b0ff403987fb1a7ad3621e60873e26d7b0,False,"requests/async.py, tests/test_requests_async.py"
a094ad8f312165b96d889cb4d24eb5954556a0db,fixing link to AUTHORS in README,5b7a79b0ff403987fb1a7ad3621e60873e26d7b0,False,README.rst
f0019c06d7280fbeaefb283356eade4513d883ce,"Merge pull request #489 from maxcountryman/patch-1

fixing link to AUTHORS in README","5b7a79b0ff403987fb1a7ad3621e60873e26d7b0, a094ad8f312165b96d889cb4d24eb5954556a0db",True,
9cf9d76eb5af142f983efb776776b0888febc978,"Merge pull request #477 from maxcountryman/develop

potentially fixes #338","dc7029ec981a4bc12827e007ee19ab0f6f2060ea, 83a9f2c7407347a4e1e148e2a1bea4b47e1543c0",True,
7b68c124d549853a1045cbeb5a16461799279780,Sphinx throws an error if you don't escape ** in **kwargs,9cf9d76eb5af142f983efb776776b0888febc978,False,requests/api.py
44277441d6bc55254a54d827fcae9cb025371465,Sphinx throws an error if you don't escape ** in **kwargs,7b68c124d549853a1045cbeb5a16461799279780,False,requests/sessions.py
3c2f52d6813f181fc53b01f67ca25ef1fae0f321,Fixes issues #496 by having Response.ok catch all Requests exceptions.,5c575b30c2811c1dddf86814f2bbd32376d80083,False,requests/models.py
613816dd9d2d0935967b50529074af18a666ab81,"Merge pull request #488 from newmaniese/develop

Excluding select from the monkey patching that gevent does to allow sele...","f8ec2544ce61e7c006118d2adfc01357908571be, 079a825ac3a8217c2bef82660fa318040131db6d",True,
12427e34349fa0b7fba880e91fe33156921b3e55,Merge branch 'patch-1' of https://github.com/spulec/requests into develop,"76bf523a1f5d20de70e7ff5ddf2a681bea8987f8, 3c2f52d6813f181fc53b01f67ca25ef1fae0f321",True,
82d1b340dc631c8520c5de9a9f707d88dffd96db,"Suggesting changing ""async.map(rs)"" to ""responses = async.map(rs)"" just to show that it returns a list rather than mutating the original? Maybe this is apparent for most, but I was a bit confused =/ http://goo.gl/gE4up",6562137731f9ad11be7c156fa25220fc3a7ffe03,False,docs/user/advanced.rst
d24ee0e1dce2b8e387aca70ce9483b93ca618fae,Created MissingSchema and InvalidSchema which inherits from RequestException and ValueError,6562137731f9ad11be7c156fa25220fc3a7ffe03,False,"requests/exceptions.py, requests/models.py"
b973d08b0e46d25c4e5b9b7e8e5e6a4ca440594a,"Merge pull request #512 from silent1mezzo/master

Adds MissingSchema and InvalidSchema Exceptions","afb1bd103a10813f277614479f669a6e4630320a, d24ee0e1dce2b8e387aca70ce9483b93ca618fae",True,
c205ce658f2eefe9b226af55e95b0d7e2700fa07,"Merge pull request #519 from pulpe/doc-fix

little correction of curl in docs","3cc6acaca4ac7da52c3b3ae22c90bd447ce20edb, 13060f89c73fc91232cbd5eef88fa37b7b80eb75",True,
fff5269d1a9eb3c07acbbb0d995b689d674123c8,Fix app engine error for #498,e831947be43bc97b39d6e6e573cb0842b67fea80,False,requests/utils.py
9a62aa63808fd528475711c65b8ed220b40198cb,.. :changelog:,11e5c8eab769f0303776f4b922004f34d37d3032,False,HISTORY.rst
dab3df76192536c7337806aa98874a035e39ed96,fake change for commit hook test,171b370b0e3bbc0288fb0e4addcef16bf670e324,False,README.rst
48396f97a9ffedebbb821ed625aaf91958df1d76,"Fix #506: Change ""Support Requests"" to ""Donate"".",ccd19c53c887a1232d0870bddc4c1631fd8f2797,False,docs/_templates/sidebarintro.html
a36439561266d7648566fd118bb75a2af34210a2,"Merge pull request #530 from Osmose/sidebar_donate

Fix #506: Change ""Support Requests"" to ""Donate"".","37f3a29d49453244c354b98a01fe765b5f01aaec, 48396f97a9ffedebbb821ed625aaf91958df1d76",True,
03ae9bee74fbfb0a389be1ee3bd59e691f7017d4,Fixed typoe (s/repsonses/responses/),a36439561266d7648566fd118bb75a2af34210a2,False,docs/user/advanced.rst
c7b1bc81970ac7f554e7fb8bba3d8f7fddceb7ce,"Merge pull request #534 from ThiefMaster/patch-1

Remove bad tab indent","03ae9bee74fbfb0a389be1ee3bd59e691f7017d4, da288ad57a2875487aefc6d8fc624954c898e13d",True,
7d4d91f013d17a5c9cdfd6e7cba060e32d9816e5,"Merge pull request #540 from jhalcrow/patch-1

Correct path to test_requests.py for setup.py test","c7b1bc81970ac7f554e7fb8bba3d8f7fddceb7ce, 32799067374744e420cc5b2284203b8bda27c878",True,
b92feb3f0af4c4b13e2f65a7601baccb378fd800,If there is no content in a response don't throw an error the second time that content is attempted to be read. This addresses issue #377 <https://github.com/kennethreitz/requests/issues/377>,c7b1bc81970ac7f554e7fb8bba3d8f7fddceb7ce,False,"requests/models.py, tests/test_requests.py"
11cd2b825377ae237e2e88f6e46eed696db0ecf2,Fixing a silly typo in my test,1677c688cb66ee0cb3e2ac5bc10aa9dafc063e1e,False,tests/test_requests.py
f8798aee2893ebe649dc137cf3f4d6858c996465,"Merge pull request #542 from newmaniese/develop

Attempting to address issue #377 by making content on the response model a little smarter","7d4d91f013d17a5c9cdfd6e7cba060e32d9816e5, 11cd2b825377ae237e2e88f6e46eed696db0ecf2",True,
6b652f766dc88c3a807f26340a28aa166470a5c1,"Merge pull request #545 from sharat87/patch-1

Add docs on sending lists for multivalued query params.","821cbb3e0870dfdcbae5ff023ed8c9bf4f4f8384, 5a8a8f2bd304ff77077b77c766977919c33ac5c8",True,
e28c1c9bfa286b0badb10ddbbeb1fd965f57cad6,Add failing tests for invalid %encodings,3550ac7473883aea52ca7f4153de8c26357d5c37,False,tests/test_requests.py
8a055c5d42225291af51e21be80bf63e51ab7236,"Merge pull request #535 from Jonty/develop

Fix decoding of invalid %encodings in URLs","51800bf36fab95748adad78a1da29b8d73bede45, 06e4971fe72c377692ba9e37638431ed0582a028",True,
c3e6c41fc164d4348f8ce197bd0075aff05637af,Fix infinite loop on wrong Digest Authentication,8a055c5d42225291af51e21be80bf63e51ab7236,False,"requests/auth.py, requests/models.py, tests/test_requests.py"
f3ad56f103e364671504bb0d960a0ed69c2eafbc,"Encode Multipart Post data at Request creation

This fixes #298 (File upload not working with
HTTP digest authentication)",c3e6c41fc164d4348f8ce197bd0075aff05637af,False,requests/models.py
3a2eaa67a2931024c1caafe9395469a25c9b5ccb,A get with an invalid port should wrap urllib3's LocationParseError exception with our own.,8a055c5d42225291af51e21be80bf63e51ab7236,False,"requests/exceptions.py, requests/models.py, tests/test_requests.py"
d4a77cf2af7eeac608a18b20dbdc81f19671c002,"Merge pull request #548 from umbrae/httperror_fix

A get with an invalid port should wrap urllib3's LocationParseError exception with our own.","8a055c5d42225291af51e21be80bf63e51ab7236, 3a2eaa67a2931024c1caafe9395469a25c9b5ccb",True,
d569a2d6bca64dad10928ac36b318e9e5bc16414,fix #549 Add 'prefetch' to Session.__attrs__ and Requests.__init__,e3ba495ed936a35b69a9ca7dc901aa274d65cbc9,False,"requests/models.py, requests/sessions.py, tests/test_requests.py"
2f6b5feb1a184c6d566368a6b80094711e6c21d0,"Merge pull request #550 from reclosedev/develop

Fix issue #549. Add 'prefetch' to Session.__attrs__ and Requests.__init__","e3ba495ed936a35b69a9ca7dc901aa274d65cbc9, d569a2d6bca64dad10928ac36b318e9e5bc16414",True,
2621fe2bff136f62a158100010649c4f15f40154,"Revert ""Add failing tests for invalid %encodings""

This reverts commit e28c1c9bfa286b0badb10ddbbeb1fd965f57cad6.",3843a40f7cde8242c84533a5d6079f444cb3f5c8,False,tests/test_requests.py
7b819852b93300beaa38a3ec264e742889d55193,Fix Content-Type validation in OAuth1 callable,9217a2523d7d4fafeebb259884276fc349a376b1,False,requests/auth.py
906fcd732889d9c4c0672cd0f98026b9e1b74273,Fix order of return values from OAuth Client.sign(),7b819852b93300beaa38a3ec264e742889d55193,False,requests/auth.py
e6cce7a5bd51aa0ff916987b9c070753f702ccde,syntax errors,d79e1bbaad72c0454c3f32f5b27cba56a26a0d57,False,requests/auth.py
7c5151e8e71551f566edd10df943eb322a4a1dbc,changes to .gitignore,a189c238cc2c3fcd1f824e4ac6ca3dfcdb3c3798,False,.gitignore
4d6871d9176c13affe625b1885278d396a39f21d,Further changes to move cookies to CookieJar,c4ab96b63800f04511aada9b5899540a7937967a,False,"AUTHORS.rst, requests/compat.py, requests/cookies.py, requests/models.py, requests/packages/oreos/cookiejar.py, requests/sessions.py, requests/utils.py, tests/test_cookies.py, tests/test_requests.py"
1de14e6a93d2f84b1aaea198785c05b2e51d933b,"fix usage of compat.urlparse

(this code path appears to have been exercised only by secure cookies)",492bda1343b6413eead297c4b4acf26f68b2a3f2,False,requests/cookies.py
ff169d32fee661a40fd600a86ea6fae931bd99c8,fix and test for a bug dhagrow reported,404ecaf95bbaaa42013d7ae67b96c7593296d8cf,False,"requests/models.py, tests/test_cookies.py"
35d5ac6e8f5f4357f945b8c4890388207f7f1c00,"Use utf-8 as the default encoding

(fixes crashes on failure to import chardet)",fdd08215ea88510ecc5ccf883f37b9d087a5c112,False,requests/models.py
bdd7f8f8a2cffae76aee80f8eddac3e969cbe69a,Change setup.py to reflect required/optional dependencies,d232948188f922c137dd709b53f77c49d1442c84,False,setup.py
c333bd144e72d82a44dba03b6020e9e77e985e6a,Fix out-of-range issue with iter_lines (#515).,53d60cac4f8d53181843bc55847b8a4dd427a239,False,requests/models.py
324336e7f6e45ef3d97a2e64be95b5e604b393d3,"Lazily encode data, params, files

Previously, data, params, and files were encoded and stored in
Request.__init__, and subsequently put into service during
Request.send. The problem with this approach is that hooks and auth
callables need to be aware of the eager encoding, and if they touch the
originals, make sure to update the encoded versions.

A better approach is to only encode late in the sending process. This
way, hooks and auth callables can safely make changes without fear of
the old, encoded variant overriding it.",d240b1fe15d373b37c5939db52835816d88f0aab,False,requests/models.py
373a34a1443b3137b062a699d39cf91e78a892a3,date fix,9324c2a9b4ed2e324047f067428ee238b15880b5,False,HISTORY.rst
57ccd7e65c30ffef773c7e60a582ce9325482fed,"Have Travis run all tests except the external and async ones

(async is currently unsupported under Python 3)",a9033912b392900e3ab0b1d93e2545f05fabc467,False,".travis.yml, Makefile"
538de55607eb1db8299f2b83421a91b9f533cb50,raise a ValueError if no encoding was sent and chardet is unavailable,57ccd7e65c30ffef773c7e60a582ce9325482fed,False,requests/models.py
a8555d811df0a4aaf2dd1f083ba0bc71679101ca,remove fancy test assertions that are unavailable on 2.6,538de55607eb1db8299f2b83421a91b9f533cb50,False,tests/test_cookies.py
853a07112b19fe6101ae5b6914e111230d465156,"consistency: .text shouldn't recover from unicode decoding errors, either",a8555d811df0a4aaf2dd1f083ba0bc71679101ca,False,requests/models.py
9bf53676b87fa4951e23f67d2251f5dfae4e5206,fix crash in safe mode when response.cookies is None,41d1a427b06acd33ae69728f4dc63e56078719b0,False,requests/sessions.py
317f64a11f56d89119baf5db3af65c0343464bc1,"Merge pull request #577 from slingamn/redirects_537

Fix and test for #537","a3e55634d6a4a7c590479f84127e56f4d9a605e0, 9bf53676b87fa4951e23f67d2251f5dfae4e5206",True,
bcc4125a18f807bca14f4865e1770f9fc3b463f2,quiet spurious pyflakes errors,7f9ea04286db69ef863b315cda1bc7f72f52c9d6,False,"requests/auth.py, setup.py"
35ec6bb613669dbbbba2afcc7aac4e467a5b4db8,fix for #458,3d4d5ab0df6a0295599a49927de57fd039650358,False,requests/models.py
1adaba3865326ca0934eb2159d1ddb92be25a233,"Merge pull request #580 from slingamn/keepalive

Fix and test for #458","317f64a11f56d89119baf5db3af65c0343464bc1, 35ec6bb613669dbbbba2afcc7aac4e467a5b4db8",True,
3d373e2a164704836f2f086e31d12d49b42780bf,"Merge pull request #579 from slingamn/pyflakes.release

Changes for #574","38e66956273c12d6f023924c5b2e6398ea1870e1, bcc4125a18f807bca14f4865e1770f9fc3b463f2",True,
d4227051a983068070f3528c0117c2c760f116a3,unbreak the Jenkins build by excluding ./env/*,3d373e2a164704836f2f086e31d12d49b42780bf,False,Makefile
7f571f5e5af3ceb212db0808f730a7472b018371,"Merge pull request #587 from slingamn/jenkins

unbreak the Jenkins build by excluding ./env/*","3d373e2a164704836f2f086e31d12d49b42780bf, d4227051a983068070f3528c0117c2c760f116a3",True,
c84012edece6508207be3244888851fa9e9541f8,"Merge pull request #585 from chazapis/develop

Fix out-of-range issue with iter_lines (#515).","7f571f5e5af3ceb212db0808f730a7472b018371, c333bd144e72d82a44dba03b6020e9e77e985e6a",True,
a0f991dbad7ca22f4665603296852e3cfdff5bc8,Fixed broken links in TODO docs.,c84012edece6508207be3244888851fa9e9541f8,False,docs/dev/todo.rst
7b6338c4b6f968878bf44a634b522dba4246e8f3,"Merge pull request #590 from berkerpeksag/doc-links

Fixed broken links in TODO docs.","c84012edece6508207be3244888851fa9e9541f8, a0f991dbad7ca22f4665603296852e3cfdff5bc8",True,
64eb415ec0595f4ee5a59578dbbbb99200755c49,synatx error for python3. all strings are unicode,e912a6f5da30e9a5507fd14cb6cb32f7e05611c0,False,tests/test_requests.py
fe7348cc530fab7375939dce9672a05c6864a2fa,"yay json

fixes #593",7b6338c4b6f968878bf44a634b522dba4246e8f3,False,requests/models.py
e627c1f8a8a156866ee91de7775c92297621faa2,"Merge pull request #559 from barberj/issue_526

Issue #526","7b6338c4b6f968878bf44a634b522dba4246e8f3, b06690270500c9b550c989ed3ddf0115808e8796",True,
6b09e6ee347ea435e4d6199c533a5fc44b39c535,"redirects clear files also 

Fixes #575",2a7811bf2fe6825a2d249e00747ca5ed1a8795f2,False,requests/models.py
2ee67441c849ad5f1944a6758f81e26172dc05c0,"unbreak the Jenkins build (again/hopefully)

Pyflakes is unavailable in the Jenkins Python 3 / PyPy environments",6fd03d5f20fcac1e85517d3cde27349612022de2,False,Makefile
0308a2806aff8719ac83693c0f47ea8e0d9e4d6c,"Merge pull request #594 from slingamn/makefile_again

unbreak the Jenkins build again/hopefully :-/","6fd03d5f20fcac1e85517d3cde27349612022de2, 175945b0bde38f30dd042c50119270f72b7c3295",True,
cff70e75b77ab61a8a57a25a4921acc5a5ef6ce1,"New implementation of safe_mode. Now, we throw exceptions in models.py regardless of safe_mode. We catch those exceptions at the API level and return a blank Response. See safe_mode.py for details.",2d328d8a7fd151df2c646135e1de25eba5509997,False,"AUTHORS.rst, requests/api.py, requests/cookies.py, requests/models.py, requests/safe_mode.py"
ed767cb70381ba4313a9e4b0c53a68b016f10e36,Fix a docstring typo (of -> if).,0442122d34ba79b67b3ab80d04729259a01cd6c6,False,requests/models.py
4161a7ec6ae784fe4ed0f4a687d3c81d17bddf8b,"Merge pull request #607 from ztest/develop

Fix a docstring typo (of -> if).","0442122d34ba79b67b3ab80d04729259a01cd6c6, ed767cb70381ba4313a9e4b0c53a68b016f10e36",True,
2c11473816872ed2440eb305e6a920159e5e52a3,"Improve developer documentation.

I cloned, followed the todo and had failures as no certifi or chardet.

Fixed up so easy to get started.",40d325366b8702b06ff5c51a473fcfde240e8827,False,".gitignore, docs/dev/todo.rst"
c24665b59352006120ef33624ae8177ff68990bd,Better content-type detection and unicode fix,763393f70a8c7bf3944647e07af697b0bb743f77,False,requests/auth.py
2f50cb92b6fd471d4f9771b815bf8bfbb881795f,"Merge pull request #613 from surajbarkale/patch-1

Remove sharing of base_headers config between sessions.","763393f70a8c7bf3944647e07af697b0bb743f77, 973e9cb54826062328f1c8650630819205ccfe8e",True,
6a9d59ea97f9681b57c1fe0db263b7e2af3e60c9,Unicode fix for py3,c24665b59352006120ef33624ae8177ff68990bd,False,requests/auth.py
355003b400e18be508e530400c2c232f9ce0041c,"Merge pull request #614 from ib-lundgren/multipart_fix

Better content-type detection and unicode fix","2f50cb92b6fd471d4f9771b815bf8bfbb881795f, 6a9d59ea97f9681b57c1fe0db263b7e2af3e60c9",True,
c501784541ffe595f25cd62774d392270639c662,Issue #505: Allow disabling of cookie persistence/sending,2d328d8a7fd151df2c646135e1de25eba5509997,False,"AUTHORS.rst, requests/api.py, requests/models.py, requests/sessions.py, tests/test_cookies.py"
3c144351095c7849753e477da0482c044d36f1c4,fix test for 2.6's unittest,4cf31b0b864bbca32cde96ddf3fc503c34727caf,False,tests/test_cookies.py
45506d1f39be8cc055814227952e53d94d3cb10d,"Rewrite quickstart docs.

This should help with issue #503.",c477f6eb6f306989ade7bc2420bea1b1fc2a6baf,False,docs/user/quickstart.rst
36fd8da1c07090c25a386dbc0c8ba22213e50f93,"Correctly reflect redirection behaviour.

The docs incorrectly listed HEAD as a method that follows redirects by
default: it does not. This commit resolves this issue, and thus resolves
issue #504.",45506d1f39be8cc055814227952e53d94d3cb10d,False,docs/user/quickstart.rst
686db5d45253a721b60fb1e445aa4dff0fcf2e87,"Defined keys(), values(), and items() in order to support dict-like client interface. Now, we throw exceptions if __getitem__() or __setitem__() is used when multiple domains are in jar.",2d9746621ad95f751372c40cc88447aab490b37c,False,requests/cookies.py
b7d0925d6b2c37e8ebe5ac4cdfffce08ffae7dde,Docstrings and bug fixes in cookies.py,686db5d45253a721b60fb1e445aa4dff0fcf2e87,False,requests/cookies.py
9f26d0ced3d7a360b1bb392a5e8257409378bac5,"In cookies.py, CookieConflictError is now thrown if there is more than one cookie with same name.",b7d0925d6b2c37e8ebe5ac4cdfffce08ffae7dde,False,requests/cookies.py
0eb0b89431d467197b361e4eab3c3399ff07b22e,Removed print statements left over from debugging.,96cd8e9ca0b6953794b9b3244b244dd34f975544,False,requests/cookies.py
b28673368b0a4236b3cfbb50fb15f846793a1c40,"Issue #505: Changed the store_cookie configuration to be part of the config dict, instead of being a new argument",de1637c3de3cf3ed8857bad465b4843ec83b7432,False,"requests/api.py, requests/defaults.py, requests/models.py, requests/sessions.py, tests/test_cookies.py"
4a309796225cfae96cf8473c8d70b5c71080011c,"Change the None check from self.assertIsNone to python style None Check, as build was failing",b28673368b0a4236b3cfbb50fb15f846793a1c40,False,tests/test_cookies.py
7125fe5554332b636ce42dcbe8224d0918381917,this try catch is a poor man's patch for issue #630 see https://github.com/kennethreitz/requests/issues/630,de1637c3de3cf3ed8857bad465b4843ec83b7432,False,requests/utils.py
cb8f9756e3cf57a12ea5619609460f29f930fd3d,Fixes python3 compatibility issue,b8561cda5e2bf9cb0129c2863ff52754e837ad85,False,requests/models.py
400b4567f0c9c5abc12380c227a70453025bdf41,"Merge pull request #632 from amalakar/develop

Issue #505: Changed the store_cookie configuration to be part of the conig dict, instead of being a new argument","de1637c3de3cf3ed8857bad465b4843ec83b7432, 4a309796225cfae96cf8473c8d70b5c71080011c",True,
f9dd48558260dc6e88ca25d5f70ec3bb1239ac70,"Merge pull request #640 from JuhaS/patch-1

Small correction on a comment.","d0f309b947fc8fd6ec016e58def3a9f1b5d29680, ba4cc326c2736f8cad7bc5c031e7c9230bd713e0",True,
7813bd8ac0abca6793045c4ff2f83c4753aa7daf,"Merge pull request #633 from tzuryby/develop

poor man's patch for issue #630","ad8205f93079ae2fd32cdc693eb11d429d62e86a, 7125fe5554332b636ce42dcbe8224d0918381917",True,
662c3edacc76d6a0e7b55b569c9fea38f8b0bc78,"Allowing hooks to return responses that indicate errors

Since response objects for failures (4xx/5xx responses) evaluate to False
in a boolean context, any hook which returns such a failure response will
evaluate to False.

The way hooks were setup, any failure response resulting from a hook would
be ignored, and the initial response before it got processed by the hook
would be substituted in its place. This commit changes that logic to test
for None so that hooks that return failures can do so.",77a57c0e7e669173241a56670ba4d096a303c75e,False,requests/hooks.py
c803e3af55e38a848e6c9340cd2f141cb012bc87,"Implement GSSAPI/Kerberos authentication for requests

Currently has two issues which may be related:
- doesn't work with redirects, we try to authenticate the server a second
  time with a fully completed kerberos context.
- 403 responses result in the wrong response object being returned, but
  this is also true for http digest authentication due to a bug in hook
  handling in general.",77a57c0e7e669173241a56670ba4d096a303c75e,False,requests/auth.py
b026def9614e07ed4341ba29e33311065e072352,"Merge pull request #646 from mkomitee/hooks

Allowing hooks to return responses that indicate errors","355b97165caf36efa21321fc00684f6ae6011b7c, 662c3edacc76d6a0e7b55b569c9fea38f8b0bc78",True,
62a23bfbdecf54e13e571237df5a175e53d539cb,"Auto-detect CA Cert path instead of requiring users to hack setup.py

Also fixed nearby comments to wrap at 79 characters as per PEP8",b026def9614e07ed4341ba29e33311065e072352,False,setup.py
c589d8a251868d983ecf97b2fbffff0e9f29e56c,"If this comment is true (https://github.com/kennethreitz/requests/issues/239#issuecomment-6180706), then it would be good to point people in the right direction. Otherwise disregard this message.",c0ae3dd31e7b87a697e763185c2f6f284363d0de,False,docs/user/advanced.rst
89266f90625ca91590de6e86bcd776127af28db1,"Merge pull request #665 from dalanmiller/patch-2

If requests.async has been removed, the docs should point people to the right place.","c0ae3dd31e7b87a697e763185c2f6f284363d0de, c589d8a251868d983ecf97b2fbffff0e9f29e56c",True,
fadcf799def168cc2ac3c2f09c865745813fd043,fix unicode literal for python 3,8bfbfdfc79224fa51775351efb4f937e1c9f0437,False,requests/models.py
10d23981736e0cd7d864b12cd8d12edd9a4d8b6d,fix test for python3,32941fdd2039f48c705d90a2e8bf536097e544ae,False,tests/test_requests.py
f733ff01969b485614de91c3c1aab64d25c9eb41,don't change scrollbars,10d23981736e0cd7d864b12cd8d12edd9a4d8b6d,False,docs/_themes/kr/static/flasky.css_t
f413d0ebccb748d30d6b0dc26c0ef8b3a936683b,"Merge pull request #668 from ig0774/patch-1

Send the original response url to `urlparse` rather than the `Response` object","f733ff01969b485614de91c3c1aab64d25c9eb41, 98b8316c0c1343f94749c3dde785ffaf7e70a04b",True,
8d75cdf7fede6a8059e683dd2a32cc7f42691cc6,"Fixes issue #669
NamedTemporaryFile was being automatically deleted on Windows thus
couldn't be opened later for reading",f413d0ebccb748d30d6b0dc26c0ef8b3a936683b,False,tests/test_requests.py
1d1931333a6d4cf6ee6d4ca77f211adabb0edfcb,"Merge pull request #670 from piotr-dobrogost/#669

Fixes issue #669","f413d0ebccb748d30d6b0dc26c0ef8b3a936683b, 8d75cdf7fede6a8059e683dd2a32cc7f42691cc6",True,
d3acb783b95623d0378db02bd9832fb11850204b,"urllib3 update

fixes #664",6b1e81c41017cf05b742a8f4ef4e50b3a1a51aa8,False,"requests/packages/urllib3/connectionpool.py, requests/packages/urllib3/filepost.py, requests/packages/urllib3/packages/mimetools_choose_boundary/__init__.py, requests/packages/urllib3/util.py"
234a55da6a23f61591d0cb3267f15c529d8fab2f,"Update raise_for_status() exception output to reflect that requests.exceptions.HTTPError is raised, not urllib2.HTTPError.",f178219d4531ea1f3e5335da8a2f20a8c7270ecf,False,docs/user/quickstart.rst
38db8c2109903f24d8046c7cab0750fccd2d391b,"Merge pull request #683 from jkleint/patch-1

Update quickstart docs raise_for_status() exception output.","f178219d4531ea1f3e5335da8a2f20a8c7270ecf, 234a55da6a23f61591d0cb3267f15c529d8fab2f",True,
4e568c18991fb033290375f467b74384da10a60b,"Sign querystring parameters in OAuth 1.0

Existing usage doesn't pass GET querystring parameters along to oauthlib,
so it wasn't signing those properly, which causes problems with APIs that
rely heavily on GET parameters. By passing in r.full_url instead of r.url,
oauthlib can parse out the correct parameters and sign them properly.",9a30e02962ef2bb0a8bd5ce6db28f423a9b4b896,False,requests/auth.py
bcf04d5e93d22cc6a8a9535db0138c66f09e22ef,"Merge pull request #686 from Lukasa/develop

Fix failing setup.py","38db8c2109903f24d8046c7cab0750fccd2d391b, 80ceaa47dadf10fd0feffeb4c51c9cd5ab6a6482",True,
f8076fee5e00ca80ef2ba9aa25a28b530b7170fd,Temporary fix for unicode literal breaking test.,bcf04d5e93d22cc6a8a9535db0138c66f09e22ef,False,tests/test_requests.py
da35675c17e7bbea558326c3ea624daaeb9e38d6,"Merge pull request #690 from Lukasa/develop

Temporary fix for unicode literal breaking test.","bcf04d5e93d22cc6a8a9535db0138c66f09e22ef, f8076fee5e00ca80ef2ba9aa25a28b530b7170fd",True,
3aa7f24e74386516c44d7539bebe174083fed48b,Fix Response Status Codes in the docs.,64da351ed90fb79aea13af0f69c716517d04b7aa,False,docs/user/quickstart.rst
74a4d06d58106ac0e258df1ede94c5ecfad33945,"fix a bug where client certificates never get set unless verify=True (which verifies server certs, so should be unrelated)",8f0ac668da796b04df9901db58f5d4215be308dd,False,requests/models.py
8309ac72da089b7102228a99216a93488bdc93c5,"Merge pull request #693 from sigmavirus24/develop

Fix Response Status Codes in the docs.","5dc68d0070e1946b90228f061a7b40d017b9d2f3, 3aa7f24e74386516c44d7539bebe174083fed48b",True,
d983cfabe232e99f379ef9f0f63bc85993a5217f,syntax error,254adf9dc8f11257c59961408b06a3d80af086c6,False,setup.py
08cebb3c2fb3b3a4164a8e38435ab30b2ddaaa73,fixed param handling in Request.full_url,b7fd0e81fdff98bc4eed1e6147209fcbf0a28374,False,"AUTHORS.rst, requests/models.py, tests/test_requests.py"
6413c063ed88244902e9ab1daea382f60ab17587,Fix minor formatting issue.,051d3bb601c9cb5a4b14cfc6244c680ed220f44a,False,docs/user/advanced.rst
523906c54f23e0147cb8aacd3393ce6501a148fa,Do not hide SSLErrors behind Timeouts.,c19ff0388eba25ea81c4411e7c970f68c4b3a97a,False,requests/models.py
23aa6c44a9fb60bfdc4be849f9ae6aadab93c78c,"Merge pull request #715 from Lukasa/develop

Do not hide SSLErrors behind Timeouts.","c19ff0388eba25ea81c4411e7c970f68c4b3a97a, 523906c54f23e0147cb8aacd3393ce6501a148fa",True,
baa2355e4e5a62269b188356b6b53081954c2e86,"Merge pull request #717 from ms4py/patch-2

Updated documentation","23aa6c44a9fb60bfdc4be849f9ae6aadab93c78c, ea99d5e0d962b48ecc6ced6e218ad85fc12ee56e",True,
318f2460eed225b7d369db3f07d4cc3445e70804,"Differentiate between two types of timeout errors from urllib3

Bubble up error message from urllib3 to indicate to user
whether error was a socket timeout vs a no connections
available in connection pool error.

Co-Authored By: Sarah Gonzalez",c3ab38ed6fbae7fb5a3056fdb166b06f6d80ad36,False,requests/models.py
a97a5133900ebefd4b537b518630a4256c62d73c,"Merge pull request #725 from muhtasib/Timeout_Fix

Differentiate between two types of timeout errors from urllib3","c3ab38ed6fbae7fb5a3056fdb166b06f6d80ad36, 318f2460eed225b7d369db3f07d4cc3445e70804",True,
5296b8be90cb79f0e2b36bbf9a6108e65bec0e23,"Fix infinite loop on wrong Digest Authentication (Issue #547)

Modified code to use the current fix versus the old fix, which was broken.

Co-Authored By: Timnit Gebru <tgebru@gmail.com>
Co-Authored By: Sarah Gonzalez <smar.gonz@gmail.com>
Co-Authored By: Leila Muhtasib <muhtasib@gmail.com>",a97a5133900ebefd4b537b518630a4256c62d73c,False,requests/auth.py
f9c0ddf46ddae0a6b901257309424f2f3f196d90,"Added needed cast for when POSTing data and files (Issue #661)

Co-Authored By: Timnit Gebru <tgebru@gmail.com>
Co-Authored By: Sarah Gonzalez <smar.gonz@gmail.com>
Co-Authored By: Leila Muhtasib <muhtasib@gmail.com>",a97a5133900ebefd4b537b518630a4256c62d73c,False,requests/models.py
73815e2ed004965e30ed14b7be94e7af1d506526,"Merge pull request #727 from vickimo/issue_547

Fix infinite loop on wrong Digest Authentication (Issue #541 and #547)","a97a5133900ebefd4b537b518630a4256c62d73c, 5296b8be90cb79f0e2b36bbf9a6108e65bec0e23",True,
2c241d28011626da17dabed80e190ac84e5cf79c,"breaks under python 2.7, without the from __future__ import",73815e2ed004965e30ed14b7be94e7af1d506526,False,requests/packages/chardet2/test.py
876e1744b1abc0fd4089149665860ba523ad6ade,"Merge pull request #731 from jorjun/patch-1

breaks under python 2.7, without the from __future__ import","73815e2ed004965e30ed14b7be94e7af1d506526, 2c241d28011626da17dabed80e190ac84e5cf79c",True,
6eb1ac44527e40f26f078d336b4ad6838798432b,Include response.content in raised HTTPErrors,876e1744b1abc0fd4089149665860ba523ad6ade,False,requests/models.py
